DATE,NASDAQCOM
06/12/1997,1411.32
06/13/1997,1423.03
06/16/1997,1431.95
06/17/1997,1443.11
06/18/1997,1432.43
06/19/1997,1447.14
06/20/1997,1447.1
06/23/1997,1434.32
06/24/1997,1452.43
06/25/1997,1446.24
06/26/1997,1436.38
06/27/1997,1438.15
06/30/1997,1442.07
07/01/1997,1438.25
07/02/1997,1455.61
07/03/1997,1467.61
07/04/1997,.
07/07/1997,1470.74
07/08/1997,1485.1
07/09/1997,1486.63
07/10/1997,1490.93
07/11/1997,1502.62
07/14/1997,1523.88
07/15/1997,1542.11
07/16/1997,1580.63
07/17/1997,1568.85
07/18/1997,1547.99
07/21/1997,1536.23
07/22/1997,1563.86
07/23/1997,1567.65
07/24/1997,1569.13
07/25/1997,1569.58
07/28/1997,1563.53
07/29/1997,1572.32
07/30/1997,1588.05
07/31/1997,1593.81
08/01/1997,1594.33
08/04/1997,1605.45
08/05/1997,1621.53
08/06/1997,1630.44
08/07/1997,1624.18
08/08/1997,1598.52
08/11/1997,1586.74
08/12/1997,1576.24
08/13/1997,1583.4
08/14/1997,1586.69
08/15/1997,1562.03
08/18/1997,1569.52
08/19/1997,1600.71
08/20/1997,1628.7
08/21/1997,1607.36
08/22/1997,1598.69
08/25/1997,1601.57
08/26/1997,1591.3
08/27/1997,1595.54
08/28/1997,1581.32
08/29/1997,1587.32
09/01/1997,.
09/02/1997,1618.09
09/03/1997,1618.24
09/04/1997,1624.63
09/05/1997,1635.77
09/08/1997,1645.35
09/09/1997,1656.22
09/10/1997,1639.25
09/11/1997,1639.86
09/12/1997,1649.33
09/15/1997,1634.92
09/16/1997,1668.6
09/17/1997,1666.47
09/18/1997,1670.02
09/19/1997,1680.36
09/22/1997,1689.45
09/23/1997,1697.36
09/24/1997,1687.41
09/25/1997,1678.89
09/26/1997,1682.24
09/29/1997,1694.98
09/30/1997,1685.69
10/01/1997,1690.3
10/02/1997,1702.41
10/03/1997,1715.87
10/06/1997,1721.91
10/07/1997,1737.27
10/08/1997,1741.77
10/09/1997,1745.85
10/10/1997,1739.03
10/13/1997,1742.12
10/14/1997,1732.79
10/15/1997,1723.37
10/16/1997,1699.66
10/17/1997,1666.85
10/20/1997,1685.45
10/21/1997,1712.54
10/22/1997,1708.08
10/23/1997,1671.25
10/24/1997,1650.92
10/27/1997,1535.09
10/28/1997,1603.02
10/29/1997,1602.75
10/30/1997,1570.41
10/31/1997,1593.61
11/03/1997,1629.98
11/04/1997,1631.15
11/05/1997,1637.33
11/06/1997,1623.44
11/07/1997,1602.4
11/10/1997,1590.72
11/11/1997,1584.86
11/12/1997,1541.72
11/13/1997,1559.25
11/14/1997,1583.51
11/17/1997,1614.11
11/18/1997,1600.44
11/19/1997,1601.22
11/20/1997,1626.56
11/21/1997,1620.75
11/24/1997,1586.99
11/25/1997,1589.04
11/26/1997,1594.5
11/27/1997,.
11/28/1997,1600.55
12/01/1997,1630.72
12/02/1997,1606.37
12/03/1997,1615.13
12/04/1997,1613.42
12/05/1997,1633.9
12/08/1997,1651.54
12/09/1997,1620.55
12/10/1997,1596.61
12/11/1997,1558.54
12/12/1997,1536.58
12/15/1997,1536.56
12/16/1997,1553
12/17/1997,1547.37
12/18/1997,1523.19
12/19/1997,1524.74
12/22/1997,1532.06
12/23/1997,1509.91
12/24/1997,1499.53
12/25/1997,.
12/26/1997,1511.38
12/29/1997,1537.45
12/30/1997,1565.03
12/31/1997,1570.35
01/01/1998,.
01/02/1998,1581.53
01/05/1998,1594.12
01/06/1998,1580.14
01/07/1998,1561.7
01/08/1998,1555.54
01/09/1998,1503.22
01/12/1998,1507.58
01/13/1998,1541.63
01/14/1998,1548.76
01/15/1998,1547.06
01/16/1998,1562.88
01/19/1998,.
01/20/1998,1590.14
01/21/1998,1587.92
01/22/1998,1576.51
01/23/1998,1575.93
01/26/1998,1561.46
01/27/1998,1578.9
01/28/1998,1610.82
01/29/1998,1619.49
01/30/1998,1619.36
02/02/1998,1652.89
02/03/1998,1666.34
02/04/1998,1680.44
02/05/1998,1676.9
02/06/1998,1694.35
02/09/1998,1690.43
02/10/1998,1709.04
02/11/1998,1708.55
02/12/1998,1714.34
02/13/1998,1710.42
02/16/1998,.
02/17/1998,1703.43
02/18/1998,1715.73
02/19/1998,1727.01
02/20/1998,1728.13
02/23/1998,1751.76
02/24/1998,1738.71
02/25/1998,1766.48
02/26/1998,1777.11
02/27/1998,1770.51
03/02/1998,1758.54
03/03/1998,1757.14
03/04/1998,1759.7
03/05/1998,1711.92
03/06/1998,1753.49
03/09/1998,1725.16
03/10/1998,1748.51
03/11/1998,1756.85
03/12/1998,1764.06
03/13/1998,1771.66
03/16/1998,1788.18
03/17/1998,1779.3
03/18/1998,1788.28
03/19/1998,1799.98
03/20/1998,1789.16
03/23/1998,1792.51
03/24/1998,1812.44
03/25/1998,1824.51
03/26/1998,1828.54
03/27/1998,1823.62
03/30/1998,1818.7
03/31/1998,1835.68
04/01/1998,1847.66
04/02/1998,1852.96
04/03/1998,1855.4
04/06/1998,1829.14
04/07/1998,1798.71
04/08/1998,1807.01
04/09/1998,1820.24
04/10/1998,.
04/13/1998,1824.95
04/14/1998,1843.03
04/15/1998,1863.26
04/16/1998,1858.24
04/17/1998,1866.6
04/20/1998,1887.14
04/21/1998,1903.87
04/22/1998,1917.61
04/23/1998,1881.39
04/24/1998,1868.96
04/27/1998,1820.31
04/28/1998,1831.77
04/29/1998,1851.64
04/30/1998,1868.41
05/01/1998,1873.44
05/04/1998,1878.86
05/05/1998,1864.91
05/06/1998,1856.68
05/07/1998,1835.14
05/08/1998,1864.37
05/11/1998,1848.07
05/12/1998,1860.16
05/13/1998,1866.18
05/14/1998,1865.36
05/15/1998,1846.77
05/18/1998,1831.62
05/19/1998,1845.87
05/20/1998,1831.75
05/21/1998,1820.99
05/22/1998,1805
05/25/1998,.
05/26/1998,1778.09
05/27/1998,1781.1
05/28/1998,1794.62
05/29/1998,1778.87
06/01/1998,1746.82
06/02/1998,1761.79
06/03/1998,1742.31
06/04/1998,1769.95
06/05/1998,1782.92
06/08/1998,1787.77
06/09/1998,1800.76
06/10/1998,1773.25
06/11/1998,1749.75
06/12/1998,1745.05
06/15/1998,1715.75
06/16/1998,1753.12
06/17/1998,1776.4
06/18/1998,1772.7
06/19/1998,1781.29
06/22/1998,1805.82
06/23/1998,1844.57
06/24/1998,1877.76
06/25/1998,1863.25
06/26/1998,1869.53
06/29/1998,1891.08
06/30/1998,1894.74
07/01/1998,1914.46
07/02/1998,1894
07/03/1998,.
07/06/1998,1909.47
07/07/1998,1908.11
07/08/1998,1935.39
07/09/1998,1939.82
07/10/1998,1943.04
07/13/1998,1965.53
07/14/1998,1968.41
07/15/1998,1994.54
07/16/1998,2000.56
07/17/1998,2008.76
07/20/1998,2014.25
07/21/1998,1979.14
07/22/1998,1969.75
07/23/1998,1935.22
07/24/1998,1930.99
07/27/1998,1933.26
07/28/1998,1896.53
07/29/1998,1881.49
07/30/1998,1919.58
07/31/1998,1872.39
08/03/1998,1851.1
08/04/1998,1785.64
08/05/1998,1788.2
08/06/1998,1829.51
08/07/1998,1846.77
08/10/1998,1839.21
08/11/1998,1792.7
08/12/1998,1825.53
08/13/1998,1802.54
08/14/1998,1790.19
08/17/1998,1818.04
08/18/1998,1855.12
08/19/1998,1842.69
08/20/1998,1832.45
08/21/1998,1797.61
08/24/1998,1790.82
08/25/1998,1798.17
08/26/1998,1768.13
08/27/1998,1686.41
08/28/1998,1639.68
08/31/1998,1499.25
09/01/1998,1575.09
09/02/1998,1592.85
09/03/1998,1571.86
09/04/1998,1566.52
09/07/1998,.
09/08/1998,1660.86
09/09/1998,1624.55
09/10/1998,1585.33
09/11/1998,1641.64
09/14/1998,1665.69
09/15/1998,1678.11
09/16/1998,1689.91
09/17/1998,1646.25
09/18/1998,1663.77
09/21/1998,1680.43
09/22/1998,1697.8
09/23/1998,1760.27
09/24/1998,1720.34
09/25/1998,1743.59
09/28/1998,1739.22
09/29/1998,1734.05
09/30/1998,1693.84
10/01/1998,1612.33
10/02/1998,1614.98
10/05/1998,1536.69
10/06/1998,1510.89
10/07/1998,1462.61
10/08/1998,1419.12
10/09/1998,1492.49
10/12/1998,1546.08
10/13/1998,1509.45
10/14/1998,1540.97
10/15/1998,1611.01
10/16/1998,1620.95
10/19/1998,1648.73
10/20/1998,1639.19
10/21/1998,1674.75
10/22/1998,1702.64
10/23/1998,1693.86
10/26/1998,1724.98
10/27/1998,1717.63
10/28/1998,1737.35
10/29/1998,1757.19
10/30/1998,1771.39
11/02/1998,1800.91
11/03/1998,1788.43
11/04/1998,1823.57
11/05/1998,1837.1
11/06/1998,1856.56
11/09/1998,1861.05
11/10/1998,1865.62
11/11/1998,1862.11
11/12/1998,1851.06
11/13/1998,1847.99
11/16/1998,1861.68
11/17/1998,1878.52
11/18/1998,1897.44
11/19/1998,1919.68
11/20/1998,1928.21
11/23/1998,1977.42
11/24/1998,1965.88
11/25/1998,1985.21
11/26/1998,.
11/27/1998,2016.44
11/30/1998,1949.54
12/01/1998,2003.75
12/02/1998,1995.21
12/03/1998,1954.33
12/04/1998,2003.16
12/07/1998,2040.64
12/08/1998,2034.75
12/09/1998,2050.42
12/10/1998,2015.96
12/11/1998,2029.31
12/14/1998,1966.92
12/15/1998,2012.6
12/16/1998,2009.36
12/17/1998,2043.88
12/18/1998,2086.14
12/21/1998,2138.03
12/22/1998,2120.98
12/23/1998,2172.54
12/24/1998,2163.03
12/25/1998,.
12/28/1998,2180.3
12/29/1998,2181.77
12/30/1998,2166.95
12/31/1998,2192.69
01/01/1999,.
01/04/1999,2208.05
01/05/1999,2251.27
01/06/1999,2320.86
01/07/1999,2326.09
01/08/1999,2344.41
01/11/1999,2384.59
01/12/1999,2320.75
01/13/1999,2316.81
01/14/1999,2276.82
01/15/1999,2348.2
01/18/1999,.
01/19/1999,2408.17
01/20/1999,2415.49
01/21/1999,2344.72
01/22/1999,2338.88
01/25/1999,2369.31
01/26/1999,2433.41
01/27/1999,2407.14
01/28/1999,2477.34
01/29/1999,2505.89
02/01/1999,2510.09
02/02/1999,2463.42
02/03/1999,2493.41
02/04/1999,2410.07
02/05/1999,2373.62
02/08/1999,2404.92
02/09/1999,2310.79
02/10/1999,2309.5
02/11/1999,2405.55
02/12/1999,2321.89
02/15/1999,.
02/16/1999,2313.87
02/17/1999,2248.91
02/18/1999,2260.55
02/19/1999,2283.6
02/22/1999,2342.01
02/23/1999,2376.35
02/24/1999,2339.38
02/25/1999,2326.82
02/26/1999,2288.03
03/01/1999,2295.18
03/02/1999,2259.03
03/03/1999,2265.2
03/04/1999,2292.89
03/05/1999,2337.11
03/08/1999,2397.62
03/09/1999,2392.94
03/10/1999,2406
03/11/1999,2412.25
03/12/1999,2381.53
03/15/1999,2431.44
03/16/1999,2439.27
03/17/1999,2428.97
03/18/1999,2462.96
03/19/1999,2421.27
03/22/1999,2395.94
03/23/1999,2322.84
03/24/1999,2365.28
03/25/1999,2434.8
03/26/1999,2419.17
03/29/1999,2492.84
03/30/1999,2480.29
03/31/1999,2461.4
04/01/1999,2493.37
04/02/1999,.
04/05/1999,2560.06
04/06/1999,2563.17
04/07/1999,2544.43
04/08/1999,2573.39
04/09/1999,2593.05
04/12/1999,2598.81
04/13/1999,2583.5
04/14/1999,2507.28
04/15/1999,2521.77
04/16/1999,2484.04
04/19/1999,2345.61
04/20/1999,2409.64
04/21/1999,2489.08
04/22/1999,2561.61
04/23/1999,2590.69
04/26/1999,2652.05
04/27/1999,2602.41
04/28/1999,2550.37
04/29/1999,2528.44
04/30/1999,2542.85
05/03/1999,2535.58
05/04/1999,2485.12
05/05/1999,2534.45
05/06/1999,2472.28
05/07/1999,2503.62
05/10/1999,2526.39
05/11/1999,2566.68
05/12/1999,2606.54
05/13/1999,2582
05/14/1999,2527.86
05/17/1999,2561.84
05/18/1999,2558.36
05/19/1999,2577.4
05/20/1999,2542.23
05/21/1999,2520.14
05/24/1999,2453.66
05/25/1999,2380.9
05/26/1999,2427.18
05/27/1999,2419.15
05/28/1999,2470.52
05/31/1999,.
06/01/1999,2412.03
06/02/1999,2432.41
06/03/1999,2403.32
06/04/1999,2478.34
06/07/1999,2524.21
06/08/1999,2474.56
06/09/1999,2519.35
06/10/1999,2484.62
06/11/1999,2447.88
06/14/1999,2398.31
06/15/1999,2414.67
06/16/1999,2517.83
06/17/1999,2544.15
06/18/1999,2563.44
06/21/1999,2630.28
06/22/1999,2580.26
06/23/1999,2598.12
06/24/1999,2553.99
06/25/1999,2552.65
06/28/1999,2602.44
06/29/1999,2642.11
06/30/1999,2686.12
07/01/1999,2706.18
07/02/1999,2741.02
07/05/1999,.
07/06/1999,2736.78
07/07/1999,2743.04
07/08/1999,2771.86
07/09/1999,2793.07
07/12/1999,2790.44
07/13/1999,2778.23
07/14/1999,2818.13
07/15/1999,2839.37
07/16/1999,2864.48
07/19/1999,2830.29
07/20/1999,2732.18
07/21/1999,2761.77
07/22/1999,2684.44
07/23/1999,2692.4
07/26/1999,2619.19
07/27/1999,2679.33
07/28/1999,2705.84
07/29/1999,2640.01
07/30/1999,2638.49
08/02/1999,2623.63
08/03/1999,2587.99
08/04/1999,2540
08/05/1999,2565.83
08/06/1999,2547.97
08/09/1999,2518.98
08/10/1999,2490.11
08/11/1999,2564.98
08/12/1999,2549.49
08/13/1999,2637.81
08/16/1999,2645.28
08/17/1999,2671.22
08/18/1999,2657.73
08/19/1999,2621.43
08/20/1999,2648.33
08/23/1999,2719.57
08/24/1999,2752.37
08/25/1999,2805.6
08/26/1999,2774.62
08/27/1999,2758.9
08/30/1999,2712.69
08/31/1999,2739.35
09/01/1999,2750.8
09/02/1999,2734.24
09/03/1999,2843.11
09/06/1999,.
09/07/1999,2837.26
09/08/1999,2808.74
09/09/1999,2852.02
09/10/1999,2887.06
09/13/1999,2844.77
09/14/1999,2868.29
09/15/1999,2814.17
09/16/1999,2806.72
09/17/1999,2869.62
09/20/1999,2886.15
09/21/1999,2821.1
09/22/1999,2858.16
09/23/1999,2749.83
09/24/1999,2740.41
09/27/1999,2761.75
09/28/1999,2756.25
09/29/1999,2730.27
09/30/1999,2746.16
10/01/1999,2736.85
10/04/1999,2795.97
10/05/1999,2799.67
10/06/1999,2857.21
10/07/1999,2860.7
10/08/1999,2886.57
10/11/1999,2915.95
10/12/1999,2872.43
10/13/1999,2801.27
10/14/1999,2806.84
10/15/1999,2731.83
10/18/1999,2689.15
10/19/1999,2688.18
10/20/1999,2788.13
10/21/1999,2801.95
10/22/1999,2816.52
10/25/1999,2815.95
10/26/1999,2811.47
10/27/1999,2802.52
10/28/1999,2875.22
10/29/1999,2966.43
11/01/1999,2967.65
11/02/1999,2981.63
11/03/1999,3028.51
11/04/1999,3055.95
11/05/1999,3102.29
11/08/1999,3143.97
11/09/1999,3125.04
11/10/1999,3155.96
11/11/1999,3197.29
11/12/1999,3221.15
11/15/1999,3219.54
11/16/1999,3295.52
11/17/1999,3269.39
11/18/1999,3347.11
11/19/1999,3369.25
11/22/1999,3392.56
11/23/1999,3342.87
11/24/1999,3420.5
11/25/1999,.
11/26/1999,3447.81
11/29/1999,3421.37
11/30/1999,3336.16
12/01/1999,3353.71
12/02/1999,3452.78
12/03/1999,3520.63
12/06/1999,3546.01
12/07/1999,3586.92
12/08/1999,3586.08
12/09/1999,3594.17
12/10/1999,3620.24
12/13/1999,3658.17
12/14/1999,3571.66
12/15/1999,3621.95
12/16/1999,3715.06
12/17/1999,3753.06
12/20/1999,3783.87
12/21/1999,3911.15
12/22/1999,3937.3
12/23/1999,3969.44
12/24/1999,.
12/27/1999,3975.38
12/28/1999,3972.11
12/29/1999,4041.46
12/30/1999,4036.87
12/31/1999,4069.31
01/01/2000,4131.15
01/04/2000,3901.69
01/05/2000,3877.54
01/06/2000,3727.13
01/07/2000,3882.62
01/10/2000,4049.67
01/11/2000,3921.19
01/12/2000,3850.02
01/13/2000,3957.21
01/14/2000,4064.27
01/17/2000,.
01/18/2000,4130.81
01/19/2000,4151.29
01/20/2000,4189.51
01/21/2000,4235.4
01/24/2000,4096.08
01/25/2000,4167.41
01/26/2000,4069.91
01/27/2000,4039.56
01/28/2000,3887.07
01/31/2000,3940.35
02/01/2000,4051.98
02/02/2000,4073.96
02/03/2000,4210.98
02/04/2000,4244.14
02/07/2000,4321.77
02/08/2000,4427.5
02/09/2000,4363.24
02/10/2000,4485.63
02/11/2000,4395.45
02/14/2000,4418.55
02/15/2000,4420.77
02/16/2000,4427.65
02/17/2000,4548.92
02/18/2000,4411.74
02/21/2000,.
02/22/2000,4382.12
02/23/2000,4550.33
02/24/2000,4617.65
02/25/2000,4590.5
02/28/2000,4577.85
02/29/2000,4696.69
03/01/2000,4784.08
03/02/2000,4754.51
03/03/2000,4914.79
03/06/2000,4904.85
03/07/2000,4847.84
03/08/2000,4897.26
03/09/2000,5046.86
03/10/2000,5048.62
03/13/2000,4907.24
03/14/2000,4706.63
03/15/2000,4582.62
03/16/2000,4717.39
03/17/2000,4798.13
03/20/2000,4610
03/21/2000,4711.68
03/22/2000,4864.75
03/23/2000,4940.61
03/24/2000,4963.03
03/27/2000,4958.56
03/28/2000,4833.89
03/29/2000,4644.67
03/30/2000,4457.89
03/31/2000,4572.83
04/01/2000,4223.68
04/04/2000,4148.89
04/05/2000,4169.22
04/06/2000,4267.56
04/07/2000,4446.45
04/10/2000,4188.2
04/11/2000,4055.9
04/12/2000,3769.63
04/13/2000,3676.78
04/14/2000,3321.29
04/17/2000,3539.16
04/18/2000,3793.57
04/19/2000,3706.41
04/20/2000,3643.88
04/21/2000,.
04/24/2000,3482.48
04/25/2000,3711.23
04/26/2000,3630.09
04/27/2000,3774.03
04/28/2000,3860.66
05/01/2000,3958.08
05/02/2000,3785.45
05/03/2000,3707.31
05/04/2000,3720.24
05/05/2000,3816.82
05/08/2000,3669.38
05/09/2000,3585.01
05/10/2000,3384.73
05/11/2000,3499.58
05/12/2000,3529.06
05/15/2000,3607.65
05/16/2000,3717.57
05/17/2000,3644.96
05/18/2000,3538.71
05/19/2000,3390.4
05/22/2000,3364.21
05/23/2000,3164.55
05/24/2000,3270.61
05/25/2000,3205.35
05/26/2000,3205.11
05/29/2000,.
05/30/2000,3459.48
05/31/2000,3400.91
06/01/2000,3582.5
06/02/2000,3813.38
06/05/2000,3821.76
06/06/2000,3756.37
06/07/2000,3839.26
06/08/2000,3825.56
06/09/2000,3874.84
06/12/2000,3767.91
06/13/2000,3851.06
06/14/2000,3797.41
06/15/2000,3845.74
06/16/2000,3860.56
06/19/2000,3989.83
06/20/2000,4013.36
06/21/2000,4064.01
06/22/2000,3936.84
06/23/2000,3845.34
06/26/2000,3912.12
06/27/2000,3858.96
06/28/2000,3940.34
06/29/2000,3877.23
06/30/2000,3966.11
07/01/2000,3991.93
07/04/2000,.
07/05/2000,3863.1
07/06/2000,3960.57
07/07/2000,4023.2
07/10/2000,3980.29
07/11/2000,3956.42
07/12/2000,4099.59
07/13/2000,4174.86
07/14/2000,4246.18
07/17/2000,4274.67
07/18/2000,4177.17
07/19/2000,4055.63
07/20/2000,4184.56
07/21/2000,4094.45
07/24/2000,3981.57
07/25/2000,4029.57
07/26/2000,3987.72
07/27/2000,3842.23
07/28/2000,3663
07/31/2000,3766.99
08/01/2000,3685.52
08/02/2000,3658.46
08/03/2000,3759.88
08/04/2000,3787.36
08/07/2000,3862.99
08/08/2000,3848.55
08/09/2000,3853.5
08/10/2000,3759.99
08/11/2000,3789.47
08/14/2000,3849.69
08/15/2000,3851.66
08/16/2000,3861.2
08/17/2000,3940.87
08/18/2000,3930.34
08/21/2000,3953.15
08/22/2000,3958.21
08/23/2000,4011.01
08/24/2000,4053.28
08/25/2000,4042.68
08/28/2000,4070.59
08/29/2000,4082.17
08/30/2000,4103.81
08/31/2000,4206.35
09/01/2000,4234.33
09/04/2000,.
09/05/2000,4143.18
09/06/2000,4013.34
09/07/2000,4098.35
09/08/2000,3978.41
09/11/2000,3896.35
09/12/2000,3849.51
09/13/2000,3893.89
09/14/2000,3913.86
09/15/2000,3835.23
09/18/2000,3726.52
09/19/2000,3865.64
09/20/2000,3897.44
09/21/2000,3828.87
09/22/2000,3803.76
09/25/2000,3741.22
09/26/2000,3689.1
09/27/2000,3656.3
09/28/2000,3778.32
09/29/2000,3672.82
10/01/2000,3568.9
10/03/2000,3455.83
10/04/2000,3523.1
10/05/2000,3472.1
10/06/2000,3361.01
10/09/2000,3355.56
10/10/2000,3240.54
10/11/2000,3168.49
10/12/2000,3074.68
10/13/2000,3316.77
10/16/2000,3290.28
10/17/2000,3213.96
10/18/2000,3171.56
10/19/2000,3418.6
10/20/2000,3483.14
10/23/2000,3468.69
10/24/2000,3419.79
10/25/2000,3229.57
10/26/2000,3272.18
10/27/2000,3278.36
10/30/2000,3191.4
10/31/2000,3369.63
11/01/2000,3333.39
11/02/2000,3429.02
11/03/2000,3451.58
11/06/2000,3416.21
11/07/2000,3415.79
11/08/2000,3231.7
11/09/2000,3200.35
11/10/2000,3028.99
11/13/2000,2966.72
11/14/2000,3138.27
11/15/2000,3165.49
11/16/2000,3031.88
11/17/2000,3027.19
11/20/2000,2875.64
11/21/2000,2871.45
11/22/2000,2755.34
11/23/2000,.
11/24/2000,2904.38
11/27/2000,2880.49
11/28/2000,2734.98
11/29/2000,2706.93
11/30/2000,2597.93
12/01/2000,2645.29
12/04/2000,2615.75
12/05/2000,2889.8
12/06/2000,2796.5
12/07/2000,2752.66
12/08/2000,2917.43
12/11/2000,3015.1
12/12/2000,2931.77
12/13/2000,2822.77
12/14/2000,2728.51
12/15/2000,2653.27
12/18/2000,2624.52
12/19/2000,2511.71
12/20/2000,2332.78
12/21/2000,2340.12
12/22/2000,2517.02
12/25/2000,.
12/26/2000,2493.52
12/27/2000,2539.35
12/28/2000,2557.76
12/29/2000,2470.52
01/01/2001,.
01/02/2001,2291.86
01/03/2001,2616.69
01/04/2001,2566.83
01/05/2001,2407.65
01/08/2001,2395.92
01/09/2001,2441.3
01/10/2001,2524.18
01/11/2001,2640.57
01/12/2001,2626.5
01/15/2001,.
01/16/2001,2618.55
01/17/2001,2682.78
01/18/2001,2768.49
01/19/2001,2770.38
01/22/2001,2757.91
01/23/2001,2840.39
01/24/2001,2859.15
01/25/2001,2754.28
01/26/2001,2781.3
01/29/2001,2838.34
01/30/2001,2838.35
01/31/2001,2772.73
02/01/2001,2782.79
02/02/2001,2660.5
02/05/2001,2643.21
02/06/2001,2664.49
02/07/2001,2607.82
02/08/2001,2562.06
02/09/2001,2470.97
02/12/2001,2489.66
02/13/2001,2427.72
02/14/2001,2491.4
02/15/2001,2552.91
02/16/2001,2425.38
02/19/2001,.
02/20/2001,2318.35
02/21/2001,2268.94
02/22/2001,2244.96
02/23/2001,2262.51
02/26/2001,2308.5
02/27/2001,2207.82
02/28/2001,2151.83
03/01/2001,2183.37
03/02/2001,2117.63
03/05/2001,2142.92
03/06/2001,2204.43
03/07/2001,2223.92
03/08/2001,2168.73
03/09/2001,2052.78
03/12/2001,1923.38
03/13/2001,2014.78
03/14/2001,1972.09
03/15/2001,1940.71
03/16/2001,1890.91
03/19/2001,1951.18
03/20/2001,1857.44
03/21/2001,1830.23
03/22/2001,1897.7
03/23/2001,1928.68
03/26/2001,1918.49
03/27/2001,1972.26
03/28/2001,1854.13
03/29/2001,1820.57
03/30/2001,1840.26
04/01/2001,1782.97
04/03/2001,1673
04/04/2001,1638.8
04/05/2001,1785
04/06/2001,1720.36
04/09/2001,1745.71
04/10/2001,1852.03
04/11/2001,1898.95
04/12/2001,1961.43
04/13/2001,.
04/16/2001,1909.57
04/17/2001,1923.22
04/18/2001,2079.44
04/19/2001,2182.14
04/20/2001,2163.41
04/23/2001,2059.32
04/24/2001,2016.61
04/25/2001,2059.8
04/26/2001,2034.88
04/27/2001,2075.68
04/30/2001,2116.24
05/01/2001,2168.24
05/02/2001,2220.6
05/03/2001,2146.2
05/04/2001,2191.53
05/07/2001,2173.57
05/08/2001,2198.77
05/09/2001,2156.63
05/10/2001,2128.86
05/11/2001,2107.43
05/14/2001,2081.92
05/15/2001,2085.58
05/16/2001,2166.44
05/17/2001,2193.68
05/18/2001,2198.88
05/21/2001,2305.59
05/22/2001,2313.85
05/23/2001,2243.48
05/24/2001,2282.02
05/25/2001,2251.03
05/28/2001,.
05/29/2001,2175.54
05/30/2001,2084.5
05/31/2001,2110.49
06/01/2001,2149.44
06/04/2001,2155.93
06/05/2001,2233.66
06/06/2001,2217.73
06/07/2001,2264
06/08/2001,2215.1
06/11/2001,2170.78
06/12/2001,2169.95
06/13/2001,2121.66
06/14/2001,2044.07
06/15/2001,2028.43
06/18/2001,1988.63
06/19/2001,1992.66
06/20/2001,2031.24
06/21/2001,2058.76
06/22/2001,2034.84
06/25/2001,2050.87
06/26/2001,2064.62
06/27/2001,2074.74
06/28/2001,2125.46
06/29/2001,2160.54
07/01/2001,2148.72
07/03/2001,2140.8
07/04/2001,.
07/05/2001,2080.11
07/06/2001,2004.16
07/09/2001,2026.71
07/10/2001,1962.79
07/11/2001,1972.04
07/12/2001,2075.74
07/13/2001,2084.79
07/16/2001,2029.12
07/17/2001,2067.32
07/18/2001,2016.17
07/19/2001,2046.59
07/20/2001,2029.37
07/23/2001,1988.56
07/24/2001,1959.24
07/25/2001,1984.32
07/26/2001,2022.96
07/27/2001,2029.07
07/30/2001,2017.84
07/31/2001,2027.13
08/01/2001,2068.38
08/02/2001,2087.38
08/03/2001,2066.33
08/06/2001,2034.26
08/07/2001,2027.79
08/08/2001,1966.36
08/09/2001,1963.32
08/10/2001,1956.47
08/13/2001,1982.25
08/14/2001,1964.53
08/15/2001,1918.89
08/16/2001,1930.32
08/17/2001,1867.01
08/20/2001,1881.35
08/21/2001,1831.3
08/22/2001,1860.01
08/23/2001,1842.97
08/24/2001,1916.8
08/27/2001,1912.41
08/28/2001,1864.98
08/29/2001,1843.17
08/30/2001,1791.68
08/31/2001,1805.43
09/03/2001,.
09/04/2001,1770.78
09/05/2001,1759.01
09/06/2001,1705.64
09/07/2001,1687.7
09/10/2001,1695.38
09/11/2001,.
09/12/2001,.
09/13/2001,.
09/14/2001,.
09/17/2001,1579.55
09/18/2001,1555.08
09/19/2001,1527.8
09/20/2001,1470.93
09/21/2001,1423.19
09/24/2001,1499.4
09/25/2001,1501.64
09/26/2001,1464.04
09/27/2001,1460.71
09/28/2001,1498.8
10/01/2001,1480.46
10/02/2001,1492.33
10/03/2001,1580.81
10/04/2001,1597.31
10/05/2001,1605.3
10/08/2001,1605.95
10/09/2001,1570.19
10/10/2001,1626.26
10/11/2001,1701.47
10/12/2001,1703.4
10/15/2001,1696.31
10/16/2001,1722.07
10/17/2001,1646.34
10/18/2001,1652.72
10/19/2001,1671.31
10/22/2001,1708.08
10/23/2001,1704.44
10/24/2001,1731.54
10/25/2001,1775.47
10/26/2001,1768.96
10/29/2001,1699.52
10/30/2001,1667.41
10/31/2001,1690.2
11/01/2001,1746.3
11/02/2001,1745.73
11/05/2001,1793.65
11/06/2001,1835.08
11/07/2001,1837.53
11/08/2001,1827.77
11/09/2001,1828.48
11/12/2001,1840.13
11/13/2001,1892.11
11/14/2001,1903.19
11/15/2001,1900.57
11/16/2001,1898.58
11/19/2001,1934.42
11/20/2001,1880.51
11/21/2001,1875.05
11/22/2001,.
11/23/2001,1903.2
11/26/2001,1941.23
11/27/2001,1935.97
11/28/2001,1887.97
11/29/2001,1933.26
11/30/2001,1930.58
12/01/2001,1904.9
12/04/2001,1963.1
12/05/2001,2046.84
12/06/2001,2054.27
12/07/2001,2021.26
12/10/2001,1992.12
12/11/2001,2001.93
12/12/2001,2011.38
12/13/2001,1946.51
12/14/2001,1953.17
